nombre|ubicacion|ubicacion_detalle|ubicacion_referencia|distrito|region|fecha_inicio|fecha_inicio_alt|fecha_fin|descripcion|precio|organizador|asistiran|me_interesa|veces_compartido|imagen|enlace_evento
Santa Navirap 7 ✮2019✮|Ciudad Satelite Santa Rosa|||||14 de dic., 10:00 || 15 de dic., 23:00|Ｆｅｓｔｉｖａｌ　Ｂｅｎéｆｉｃｏ　, ｄｅ　Ａｒｔｅ　Ｕｒｂａｎｏ, ,  , , ENTRADA: Juguete ＊ Abrigo ＊ Libro , , , más de 50 artistas se unen para esta noble causa a beneficio de los niños de Apurímac , , １４　＊　１５, ＤＩＣＩＥＭＢＲＥ　, １２ＰＭ, ＬＡ　ＢＯＭＢＯＮＥＲＡ, ＣＩＵＤＡＤ　ＳＡＴÉＬＩＴＥ　, ＳＡＮＴＡ　ＲＯＳＡ　－　ＣＡＬＬＡＯ, , ✮ Sáb 14 & Dom 15 Diciembre 2019, ,Ciudad Satélite Santa Rosa , , , , ARTE ✮ MURALES  ✮  CONCIERTO ✮ FERIA ✮ TALLERES ✮ EXPO FOTOGRÁFICA ✮ FIESTA, , Información  santaculturainfo@gmail.com, contacto whatsApp 980473915 -  llamadas 923166576|||486|900|41|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.4.1920.1074a/s320x320/76759918_2126389727462037_4573633943919656960_o.jpg?_nc_cat=102&efg=eyJpIjoiYiJ9&_nc_ohc=TeiqKhCcVx0AQmO2pF3e_CVNc1_reO5dmq9OBp6j2jZv2ZSvCFRPI-ufQ&_nc_ht=scontent.flim1-2.fna&oh=fa0686f55dced2a838ade008bcb8f7fb&oe=5E6DCE52|https://mbasic.facebook.com/events/252461965443730
Shawn Mendes en Lima (Evento Oficial)|Eventos Jockey Club del Perú|Av. El Derby s/n. Puerta N° 3 Hipódromo de Monterrico, 33 Lima||||Sábado, 14  de  diciembre  de  2019  - 21:00 ||Sábado, 14  de  diciembre  de  2019  - 23:00 |"Este año, Shawn Mendes,  uno de los rostros pop del  momento, realizará la gira más importante de su carrera. Se trata de un tour mundial  que incluye Europa, Reino Unido, Norte América y Australia. Hoy, el intérprete de ‘There’s nothing holdin me back’ y nominado al GRAMMY, sumó a su ya anunciada gira el tramo por Latinoamérica, el cual pasará por Perú.  Así lo dio a conocer la conocida productora Move Concerts, quienes también realizaron los memorables shows de Ed Sheeran, Justin Bieber, Katy Perry, 5 Seconds of Summer y R5., , Dominando todas las listas de éxitos, Shawn Mendes sabe lo que es triunfar a nivel mundial. Después de un año increíble, el rompecorazones canadiense confirma que sigue en la cresta de la ola con el anuncio de ""Shawn Mendes: The Tour"", que arranca el 7 de marzo en Europa y se extenderá hasta fines de año con más de 70 fechas que incluyen a países de América Latina como México, Argentina, Brasil, Chile y Perú., , El cantante y compositor multiplatino nacido en Toronto, nominado al GRAMMY Shawn Mendes, lanzó su esperado tercer álbum homónimo el año pasado. El disco debutó en el puesto número 1 en la lista Billboard 200, así como en varios mercados mundiales adicionales, entre ellos Australia, Canadá. México, Bélgica, Holanda y más. El álbum se convirtió en uno de los estrenos más vendidos de 2018 y convirtió a Shawn en el tercer artista en solitario más joven en tener tres álbumes # 1 consecutivos. A fines de 2018, Shawn fue nominado en dos categorías para los 61 premios GRAMMY® , que incluyen ""Canción del año"" por ""In My Blood"" y ""Mejor álbum pop vocal"" por Shawn Mendes. , , En su carrera, Shawn ha vendido más de 15 millones de álbumes, 100 millones de singles, y ha acumulado más de 20 mil millones de canciones y 5 mil millones de visitas en YouTube. El joven músico ha completado dos giras mundiales agotadas con más de un millón de entradas vendidas en  estadios legendarios como el Madison Square Garden de la Ciudad de Nueva York y el O2 Arena de Londres en minutos. En febrero de 2018, ROI Influencer Media reconoció a Shawn como el artista número 1 más influyente y el adolescente número 1 más influyente en todas las plataformas de redes sociales., , ..., , Shawn Mendes en Lima, 14 de Diciembre, , Jockey Club, , El ídolo Pop que estabas esperando, por fin en Lima:, Shawn Mendes este 14 de Diciembre, , Es una experiencia Move Concerts"||Move Concerts Perú|12 mil|33 mil|2.3 mil|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c58.0.1802.1010a/s320x320/74610074_3222053471202843_2776652041391439872_o.jpg?_nc_cat=104&efg=eyJpIjoiYiJ9&_nc_ohc=qiRdajqiWi4AQksKmnCofMh6KgEXO6iGFoctbT9Eq4rTOEMhivPfmzYBQ&_nc_ht=scontent.flim1-1.fna&oh=089cfb164dffd2466f6a21264c9953d2&oe=5E7C95B0|https://mbasic.facebook.com/events/521024585046946
Aniversario La Raza Reggae|Balcón de Camaná|Jiron Camaná 969, Lima 01 Lima||||Sábado, 14  de  diciembre  de  2019  - 21:00 ||Sábado, 14  de  diciembre  de  2019  - 5:00 |||La Casona de Camaná|250|1.2 mil|119|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c21.0.688.385a/s320x320/78209149_1486335228183395_3575263985601085440_n.jpg?_nc_cat=109&efg=eyJpIjoiYiJ9&_nc_ohc=nkl79yDoqPkAQkdmg10UCnYX3Up1AJW3vVL3sZnOPZs5o4eekKHs3kJlg&_nc_ht=scontent.flim1-2.fna&oh=bdec603233e86194f767bab3cc8f63f0&oe=5E83B782|https://mbasic.facebook.com/events/1133648713508410
Natfest, El1er ExpoFest de la música y las Artes en Navidad.|Domos Art|Costa Verde San Miguel, 51 Lima||||Sábado, 14  de  diciembre  de  2019  - 11:00 ||Sábado, 14  de  diciembre  de  2019  - 22:00 ||||107|625|77||https://mbasic.facebook.com/events/579317512822234
Tributo Avril Lavigne y Pretty Reckless|La Casona de Camaná|Jiron Camaná 975 La Casona de Camaná, lima 1 Lima||||Sábado, 14  de  diciembre  de  2019  - 21:00 ||Sábado, 14  de  diciembre  de  2019  - 5:00 |||La Casona de Camaná|168|1.2 mil|76|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c25.0.679.380a/s320x320/76756869_1486842354799349_770744340967325696_n.jpg?_nc_cat=111&efg=eyJpIjoiYiJ9&_nc_ohc=arjtvCRdmYUAQlGtlzFF2NFWoC0tWvdpVUR-Wv-lhWNDpW5w5el_YtFDQ&_nc_ht=scontent.flim1-2.fna&oh=aacc1bca1eed88a44892dd81b31707da&oe=5E69898B|https://mbasic.facebook.com/events/569026993908816
AEROPAJITAS Celebra 25 Años En El Vichama Bar !|Vichama Rock Bar|||||Viernes, 13  de  diciembre  de  2019  - 22:00 ||Viernes, 13  de  diciembre  de  2019  - 5:00 |||AEROPAJITAS||||https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.0.2048.1146a/s320x320/78302072_10163226723195713_1826473724962930688_o.jpg?_nc_cat=108&efg=eyJpIjoiYiJ9&_nc_ohc=_22zmuIwa-kAQkXGrPMTs4umrWcy91bzYpyH4yPWm34_RV2vwmeNWcNxg&_nc_ht=scontent.flim1-2.fna&oh=573dcaf7ab1bb94c0a47b76c72282f23&oe=5E75D6D4|https://mbasic.facebook.com/events/2483946015223393
Invasión Española // Lennon Smith La Banda|Cerati Rock Bar|Av. Separadora Industrial y Av. Los Frutales, Lima La Molina, Lima, Peru||||Sábado, 14  de  diciembre  de  2019  - 20:00 ||Sábado, 14  de  diciembre  de  2019  - 5:00 |EVENTO: INVASIÓN ESPAÑOLA, EN ESCENA: LENNON SMITH LA BANDA, , Mayor información al Whatsapp: 957 744 212, , * Celebración de cumpleaños previo registro al Whatsapp (Incluye premios y entradas gratis)., * Ingreso gratis en lista hasta medianoche previo registro al Whatsapp., , Contamos con: Estacionamiento externo, ambientes confortables y una amplia barra para tu mejor atención., , Youtube: , , , Cerati Rock Bar: Av. Separadora Industrial y Av. Los Frutales. La Molina.||Cerati Rock Bar|3|11|0|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c32.0.1351.756a/s320x320/78968824_2744352438948141_977312957731962880_o.jpg?_nc_cat=105&efg=eyJpIjoiYiJ9&_nc_ohc=twZUIgLAtNAAQnYUXcRPzkqVrb5jfJaVM_YMNqD6wo23yTJuwUmdGjpBg&_nc_ht=scontent.flim1-1.fna&oh=d12f6d938fd98407b83e5b5f40397c8a&oe=5E6FB476|https://mbasic.facebook.com/events/541740473333762
Casona 6to Aniversario - Noche de Cumbia|La Casona de Camaná|Jiron Camaná 975 La Casona de Camaná, lima 1 Lima||||Viernes, 13  de  diciembre  de  2019  - 21:00 ||Viernes, 13  de  diciembre  de  2019  - 5:00 |||La Casona de Camaná|31|293|7|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c25.0.679.380a/s320x320/77039075_1486827144800870_502658929096916992_n.jpg?_nc_cat=111&efg=eyJpIjoiYiJ9&_nc_ohc=OhKlxv6b9hgAQlOGzuJ1_Kp19dc_NYnn8clKeywLOJwRKQIY5gFbWAwfA&_nc_ht=scontent.flim1-2.fna&oh=ca8332f0c6b1c5340f9b28b6957c61c0&oe=5E7E6026|https://mbasic.facebook.com/events/771003290062830
Especial Erasure & Pet Shop Boys // Banda Orbital|Cerati Rock Bar|Av. Separadora Industrial y Av. Los Frutales, Lima La Molina, Lima, Peru||||Viernes, 13  de  diciembre  de  2019  - 20:00 ||Viernes, 13  de  diciembre  de  2019  - 5:00 |EVENTO: ESPECIAL ERASURE & PET SHOP BOYS, EN ESCENA: BANDA ORBITAL, , Mayor información al Whatsapp: 957 744 212, , * Celebración de cumpleaños previo registro al Whatsapp (Incluye premios y entradas gratis)., * Ingreso gratis en lista hasta medianoche previo registro al Whatsapp., , Contamos con: Estacionamiento externo, ambientes confortables y una amplia barra para tu mejor atención., , Youtube: , , , Cerati Rock Bar: Av. Separadora Industrial y Av. Los Frutales. La Molina.||Cerati Rock Bar|5|18|1|https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c75.0.1898.1064a/s320x320/73352243_2744349725615079_1915929381113430016_o.jpg?_nc_cat=106&efg=eyJpIjoiYiJ9&_nc_ohc=k-r56XKWsPkAQlnKz4eyXX2K1kbSjSTAfIA12SNA2bbia4ccI1I_MX1pg&_nc_ht=scontent.flim1-1.fna&oh=70abccd3a83d8c521b030676843b08a7&oe=5E677E9A|https://mbasic.facebook.com/events/537935743719658
De La Nada - Unico Show|Oficina Bar - Jr. Carabaya 815, Cercado de Lima|||||Viernes, 13  de  diciembre  de  2019  - 21:00 ||Viernes, 13  de  diciembre  de  2019  - 3:00 |De la nada nuestro batero estará en lima y nos juntaremos en la oficina este 13 de diciembre, aprovecha la preventa a 10 lukitas comprándola vía joinnus., , ENTRADAS: , , LINE UP, , , , (Único show), , , , , (presentando un adelanto de su disco), , , , , , , , , , , (40 Gramos), , , , , Te esperamos, no faltes y sé parte de esta noche inolvidable. , , |||256|559|36|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.29.2000.1119a/s320x320/76968017_2872996129377336_3955768783464824832_o.jpg?_nc_cat=111&efg=eyJpIjoiYiJ9&_nc_ohc=_XLbhWHajY0AQkaPYfkwzFgnWQ1sdkoewFRI4nKlOJldRVG6TCfNqaijg&_nc_ht=scontent.flim1-2.fna&oh=988c897423f85c48352975cd2b332816&oe=5E721DEE|https://mbasic.facebook.com/events/393526074865263
Noche De Kulipandeo // Dom 08 Diciembre @vizioclub|Charlie Lounge|Av. Arica 352, LIMA 15 Chosica, Lima, Peru||||2019-12-08 17:35:25.075452 - 20:00 ||2019-12-08 17:35:25.075452 - 5:00 |Volvemos y está vez un 𝗖𝗢𝗥𝗖𝗛𝗢 𝗟𝗜𝗕𝗥𝗘 para toda la gente que le gusta beber y perrear, para todos aquellos que toman hasta mas no poder., , Abriremos las puertas de vizio club a partir de las 8 PM , Trae tus propios tragos (SIN INSUMOS), , EN CABINA: , DANIEL REYES B2B DJ MONKEY, , ,., ,., ,., ||DJ MONKEY|63|71|15|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c39.0.1121.628a/s320x320/78686502_609813776254151_7874096146577096704_o.jpg?_nc_cat=108&efg=eyJpIjoiYiJ9&_nc_ohc=bfzVB-fhGdMAQkEbRRno-IJUojvhvEn2r_1455E-zZboli5O2Ls4Gt9jg&_nc_ht=scontent.flim1-2.fna&oh=42f8369d1f944b1a8dbde83b52bb8693&oe=5E6AA33A|https://mbasic.facebook.com/events/563557064208085
Taller de Canto para niños|Patronato del Centro de la Amistad Peruano China|Av .De La Peruanidad cruce con Jr Los Mogaburos, Jesús Maria||||2019-12-08 17:35:29.121211 - 18:00 ||2019-12-08 17:35:29.121211 - 19:00 |||||||https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c0.99.940.526a/s320x320/71894991_2293986037531910_1592108075563614208_n.jpg?_nc_cat=101&efg=eyJpIjoiYiJ9&_nc_ohc=WUxdJlUzjawAQlUeXAuMlvWzabku90mIR8ON_pYC_T17v6aYmYRljLwSg&_nc_ht=scontent.flim1-1.fna&oh=2aeae83ffa387b401b36c0c6a8ddc1b1&oe=5E777D43|https://mbasic.facebook.com/events/440943853205400/?event_time_id=440943899872062
Orq. N´samble // Domingo 08 Dic.|Holiday Discoteca|Calle Calca 187 Ate Vitarte, 01 Ate, Lima, Peru||||2019-12-08 17:35:33.404476 - 20:00 ||2019-12-08 17:35:33.404476 - 5:00 |||Holiday Discoteca|20|134|5|https://scontent.flim1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c71.0.1748.980a/s320x320/77104277_2722650051132168_497620674760671232_o.jpg?_nc_cat=102&efg=eyJpIjoiYiJ9&_nc_ohc=vauxHMveOHcAQksXKUb1urpOJdIdc2mLi5DM82gNCflcvdjV3jS8MJGNg&_nc_ht=scontent.flim1-2.fna&oh=ab7d587c5753bb95791ebc87411e1305&oe=5E875680|https://mbasic.facebook.com/events/2694379343985067
Campaña Navideña 2019|Boys Toys|||||2019-12-08 17:35:36.208781 - 20:00 ||2019-12-08 17:35:36.208781 - 23:00 |||||||https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c144.0.563.315a/s320x320/71920563_126081218793361_8862037658013007872_n.jpg?_nc_cat=106&efg=eyJpIjoiYiJ9&_nc_ohc=yIqIsYAYGdAAQkgurSODqf43krwK0PQ4zvf1shU3GTNFTm9DP6B24WQ1A&_nc_ht=scontent.flim1-1.fna&oh=154772b5792308fdb92d715199c8cb89&oe=5E6B581B|https://mbasic.facebook.com/events/454646715145724/?event_time_id=454646855145710
HABLA BAR JAZZ JAM|Selina|Calle Alcanfores 465, 15074 Lima||||2019-12-08 17:35:40.090064 - 20:00 ||2019-12-08 17:35:40.090064 - 22:30 |||||||https://scontent.flim1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/c66.0.1914.1073a/s320x320/64400969_1332707630228210_6913664020931149824_o.jpg?_nc_cat=104&efg=eyJpIjoiYiJ9&_nc_ohc=x30ISc9rPGAAQlU3Le-ybgWWwq8d-qiHkPhL7be_gmDRQT885oVNloFDA&_nc_ht=scontent.flim1-1.fna&oh=a7a256379d005e908afb506e8832200d&oe=5E7CD840|https://mbasic.facebook.com/events/1247316628770094/?event_time_id=1247316712103419
